1000 0.500000
0
1
0
Filter @ 0x10a8010
- filter -
size:  1000
error: 0.500000
- bloom -
bit_size:   1443
bit/entry:  1.443000
byte_size:  181
hash_num:   1
entries:    1
40010590 491512 46
40010594 482986 47
40010083 473908 48
40010530 472818 49
40010636 471926 50
40010522 470748 51
40040004 468254 51
30020003 467762 47
10030002 466475 48
40040009 463484 49
40010008 457643 50
30040007 457174 51
40010119 451247 52
50000089 449983 52
20010009 443451 48
40010573 442677 49
50000032 437549 50
40010471 436098 51
40010276 435780 52
40010358 433267 53
40010453 433076 53
10070017 430962 49
40010395 425640 50
50000115 424696 51
40010168 416264 52
40010333 413390 53
50000087 413297 54
40010540 412581 54
90000002 405444 50
40010019 397931 51
40010123 395447 52
50000022 395425 53
40010046 390181 54
50000007 386264 55
40010328 385655 55
40010022 384383 51
50000097 384265 52
40010555 383768 53
50000112 379528 54
40010233 373847 55
50000071 369088 56
40010073 368924 56
40010072 368924 52
40010071 368924 53
10070023 356950 54
40010641 356737 55
40010040 353687 56
30040006 346872 56
40010272 342759 53
50000076 340652 54
40010396 334101 55
40010415 333645 56
10070021 333587 57
40010074 331129 57
10070012 326215 54
40010172 322166 55
40010610 320761 56
40010210 314953 57
40040005 312381 58
40010229 311142 58
50000124 306843 55
40010419 301877 56
40010251 301490 57
40040010 299600 58
10070022 299167 59
40010569 287759 59
40010494 286102 56
40010489 283584 57
40010603 280156 58
40010408 278647 59
10070016 276126 60
30020010 275588 60
40010060 274622 57
40010405 271160 58
50000127 270064 59
30020018 268901 60
40010205 266487 61
30040004 264682 61
50000039 263922 58
40010552 262581 59
40010359 260423 60
40010097 260211 61
40010239 260203 62
50000018 255771 62
40010191 254210 59
40010320 251151 60
90000003 248889 61
40040012 246899 62
40010025 242854 63
40010015 240731 63
40010545 239884 60
40010426 237044 61
40010070 232511 62
40010018 231127 63
50000116 227123 63
40040011 225251 61
40010023 225116 62
40010431 222452 63
40010400 216739 64
40010637 213882 64
20010016 212746 62
40010399 209732 63
10040003 209237 64
40010347 205610 65
40010307 203468 65
50000016 200802 63
40010033 199584 64
40010411 199300 65
40010525 197244 66
40010362 195049 66
40010026 194908 64
40010349 194805 65
10070003 194063 66
40010611 193776 67
20010023 193613 67
40010266 193034 65
40010450 192458 66
30020014 189534 67
40010549 187074 68
10020001 185726 68
40010561 184544 66
50000091 181753 67
40010121 181093 68
50000041 180568 69
40010403 180313 69
40010294 179561 67
40010092 177544 68
40010510 173865 69
40010011 173323 70
40010250 171865 70
40010235 170560 68
40010178 169130 69
40010254 163638 70
40010444 161763 71
10030011 161308 71
40010295 159593 69
50000029 159245 70
40010337 154967 71
40010261 154496 72
50000038 154032 72
40010007 151360 70
40010414 146965 71
40010631 146201 72
30020015 143584 72
40010138 143058 71
40010270 142845 72
40010319 141578 73
50000015 138321 73
40010209 136082 72
30020019 134853 73
40010177 134142 74
40010167 133255 74
40010232 133157 73
40010225 132257 74
50000013 128787 75
40010418 127666 75
50000059 125229 74
10070024 124707 75
40010299 123918 76
10030001 123302 76
10070002 123004 75
90000004 121804 76
40010245 121272 77
50000031 119588 77
40010246 117064 76
40010016 114256 77
40010226 114207 78
40010174 113611 78
40010006 113153 77
50000120 110664 78
40010013 110628 79
40010326 109135 79
40010111 106377 78
40010331 106258 79
40010629 104108 80
40010432 103885 80
40010188 103652 79
40010275 102626 80
40010417 102110 81
40010185 97212 81
40010416 93971 80
50000014 92359 81
40010199 92203 82
40010495 92051 82
40010298 92003 81
40010591 91606 82
40010279 91517 83
40010230 89552 83
40010477 87116 82
40010212 84787 83
40010649 83791 83
50000001 83201 83
30020011 83015 84
40010216 82784 84
40010214 75320 84
40010143 72725 85
40010069 71855 85
40010615 71494 85
40010546 68886 86
40010516 68485 86
40010435 67912 86
40010186 67535 87
50000101 67483 87
10030010 62424 87
10070014 62198 88
40010192 61758 88
10070015 58798 88
40010397 58605 89
40010519 56081 89
40010213 54397 89
40010283 54165 90
40010404 53175 90
40010187 52369 90
40010297 51113 91
40010632 50703 91
40010068 48582 91
40010616 48484 92
50000042 48328 92
40010217 48018 92
40010625 46996 93
50000130 46794 93
50000070 45619 93
40010634 45020 94
50000036 44382 94
40010406 44219 94
40010322 41336 95
40010223 41070 95
40010150 40597 95
40010635 38552 96
40010341 37605 96
40010102 36801 96
50000004 35485 97
40010308 35023 97
40010612 34865 97
40010334 34450 98
40010648 33704 98
50000060 32715 98
40010330 32271 98
50000028 31649 99
40010627 31255 99
40010327 31225 100
50000024 30303 100
40010249 29874 101
50000011 29433 101
40010200 28343 102
40010274 27658 102
10040004 27221 103
30020004 26995 103
40010335 26981 104
30020008 26813 104
40010224 26791 105
30020012 26738 105
40010075 25906 106
40010329 25652 106
40010264 24225 107
40010647 24107 107
40010630 23217 108
40010646 22480 108
50000023 22180 109
40010296 21773 109
40010360 20924 110
40010035 20883 110
40010202 20752 111
40010345 20376 111
40010363 20291 112
40010282 19294 112
90000005 18409 113
40010645 18302 113
40010244 18198 114
40010386 17924 114
40010321 17760 115
40010189 16924 115
50000072 16851 116
40010340 15877 116
40010219 15821 117
40010385 14720 117
40010306 14614 118
50000040 14186 118
40010190 13973 119
40010534 13391 119
30020013 13357 120
50000010 12973 120
40010309 12961 121
40010409 12569 121
40010310 12423 122
50000140 12333 122
10060002 11709 122
40010313 11676 123
40010194 10973 124
40010243 10881 125
40010410 10610 126
40010173 10597 127
40010315 10480 128
40010220 10104 129
40010175 9938 130
50000035 8977 131
40010197 8785 132
40010084 8344 133
40010063 8129 134
40010613 7933 135
40010076 7857 136
40010366 7497 137
40010633 7466 138
40010231 6796 139
40010285 6615 140
40010407 6084 141
40010081 6029 142
40010281 5899 143
40010370 5754 144
30020017 5146 145
40010204 5143 146
40010278 5011 147
40010305 4820 148
40010623 4761 149
40010196 4744 150
40010147 4499 151
40010398 4317 152
40010277 4261 153
40010332 4091 154
40010221 4007 155
30020006 3830 156
40010248 3774 157
40010169 3521 158
40010215 3513 159
40010218 3233 160
40010483 3094 161
40010614 2688 162
50000136 2603 163
40010036 2458 164
40010570 2173 165
40010392 2161 166
40010617 2031 167
40010504 2014 168
40010104 2007 169
40010323 1794 170
40010203 1699 171
40010201 1644 172
40010227 1624 173
40010252 1435 174
40010280 1408 175
40010145 1353 176
40010618 1266 177
40010316 1196 178
30040005 1196 179
30020009 967 180
40010642 889 181
40010304 871 182
50000075 756 183
40010149 702 184
40010195 651 185
40010371 598 186
40010240 572 187
40010368 554 188
50000043 430 189
40010388 374 190
40010198 354 191
40010383 262 192
40010260 180 193
40010344 171 194
40010259 121 195
10070001 98 196
40010531 85 197
40010381 75 198
10070013 53 199
40010222 40 200
50000074 38 201
40010643 31 202
40010650 29 203
40010286 29 204
40010311 18 205
40010374 17 206
40010364 13 207
40010247 13 208
40010373 10 209
40010312 9 210
40010384 5 211
40010325 4 212
40010393 3 213
40010361 3 214
50000061 2 215
40010387 2 216
40010336 2 217
40010375 1 218
40010367 1 219
40010343 1 219
20010031 1048135778 2
40010420 951700908 3
20010006 891072920 4
20010036 584809255 5
20010017 508515914 6
40010624 407428647 7
20010024 340269138 8
20010001 338810315 9
40010108 338702986 10
40010357 295475976 11
40010287 263103874 12
40010377 247607159 13
20010038 195408440 14
20010027 167651399 15
40010162 147082518 16
40010079 137727923 17
20010026 134761597 18
40010062 130261583 19
40010526 112251997 20
40010595 107284911 21
20010013 94492362 22
20010028 91824133 23
20010021 88804249 24
40010597 84707788 25
20010018 80968054 26
20010011 79254991 27
40010293 70612606 27
40010511 70305169 3
40010436 66818274 4
20010032 66632530 5
20010014 64518011 6
40010353 63951728 7
40010565 63245970 8
20010008 62322856 9
30030010 62047640 10
40010152 60704799 11
40010463 59103240 12
40010598 56291634 13
30030005 55747898 14
40010596 55672941 15
20010025 55455000 16
40010412 54897380 17
40010460 54048870 18
50000079 52998258 19
50000058 50837348 20
40010528 49587863 21
40010105 48214175 22
50000086 45080588 23
20010019 44597999 24
40010136 43948248 25
40010527 43911696 26
50000081 41477547 27
40010604 41117746 27
40010369 38586246 4
40010446 38415097 5
40010021 37849166 6
40010478 37044787 7
40010181 37043935 8
40010622 36905953 9
40010423 36621250 10
40010126 36609093 11
30030015 36523343 12
40010355 35357438 13
50000064 35243722 14
50000000 34483491 15
40010139 34260158 16
40010538 34189158 17
40010352 33986764 18
40010472 33606238 19
20010029 32091641 20
10010002 32060072 21
40010402 31110003 22
40010164 30447591 23
50000078 29856900 24
40010161 29381004 25
40010571 28802684 26
50000080 28196918 27
40010556 28050788 27
30030006 27953563 5
40010131 27122752 6
20010034 27080772 7
20010012 26537543 8
50000082 26247069 9
50000065 26101847 10
20010040 24774227 11
20010007 24531721 12
40010155 24433077 13
20010005 23736609 14
40010256 23594049 15
40010133 23124212 16
40010127 23118465 17
40010271 23110554 18
30030011 22913960 19
50000085 22808851 20
40010153 22304606 21
50000134 21943596 22
40010124 20781804 23
40010421 20661871 24
40010101 20559866 25
40010566 20546652 26
40010567 20282882 27
20010039 20085745 27
40010490 19029126 6
40010118 18871715 7
40010130 18736244 8
40010422 18579611 9
50000118 18552823 10
40010163 17875704 11
40010159 17583258 12
20010002 17344997 13
50000138 17334344 14
40010437 17306828 15
40010142 17027323 16
40010512 16917053 17
50000084 16876790 18
50000090 16502094 19
40010120 16103982 20
30030001 15948118 21
40010513 15913773 22
40010464 15568120 23
40010141 15536090 24
40010466 15500377 25
40010234 15393832 26
50000083 15126047 27
50000088 15054895 27
40010144 14522708 7
30020007 14418600 8
40010122 14290404 9
40010065 14272447 10
40010439 14146042 11
20010037 13951982 12
50000122 13915255 13
40010379 13804843 14
40010128 13545502 15
50000067 13344577 16
40010237 13302749 17
40010129 13301973 18
40010156 13224816 19
40010258 13195532 20
40010112 12974702 21
50000099 12885908 22
40010113 12542579 23
50000105 12527980 24
40010009 12030292 25
50000137 11996578 26
30040002 11894771 27
50000121 11688686 28
40010491 11616309 28
40040001 11447628 8
40010454 11425887 9
50000062 11292199 10
40010427 11176401 11
40010433 11162937 12
40010499 10891782 13
40010473 10795076 14
40010236 10772582 15
40010532 10665805 16
50000093 10498783 17
40010574 10151157 18
50000111 10130387 19
40010110 9997409 20
40010438 9984621 21
40010605 9962632 22
40010413 9849696 23
50000066 9839668 24
40010541 9732000 25
40010114 9589984 26
40010479 9540908 27
40010492 9248637 28
40010303 8900124 28
50000142 8865582 9
40010592 8811326 10
40010577 8778028 11
40010474 8777440 12
50000119 8761168 13
40010502 8756706 14
40010457 8692882 15
50000117 8571610 16
40010465 8453840 17
50000103 8234860 18
40010140 8209447 19
40010599 8085882 20
50000126 8017759 21
30030017 8010867 22
20010010 7932846 23
40010099 7877703 24
40010586 7701534 25
40010289 7540045 26
40010467 7496973 27
40010481 7376337 28
40010583 7275535 28
40010451 7258814 10
40010440 6889226 11
40010505 6847733 12
40010607 6636862 13
40010044 6590383 14
40010154 6580117 15
30030016 6344714 16
40010517 6200869 17
40010086 6129148 18
40010265 6084301 19
10010001 6046232 20
40010553 6030597 21
40010580 5904735 22
40010606 5825488 23
40010514 5675591 24
40010057 5671929 25
40010441 5662056 26
30030009 5615660 27
40010109 5587601 28
40010125 5545373 29
40010324 5425027 29
20010035 5422873 11
40010523 5277891 12
40010535 5261928 13
40010533 5141148 14
40010183 5003452 15
40010137 4992943 16
40010288 4942952 17
40010180 4918290 18
40010468 4844903 19
40010165 4792797 20
40010496 4781471 21
30030008 4775461 22
40010487 4723644 23
40010445 4713417 24
40010117 4683661 25
40010461 4628269 26
50000102 4469931 27
40010572 4450083 28
50000077 4440647 29
50000139 4405669 29
50000063 4404717 12
40010238 4338788 13
40010350 4270209 14
50000100 4265106 15
40010628 4186115 16
40010262 4169098 17
40010508 4162414 18
40010032 4144415 19
40010559 4101896 20
40010475 4070286 21
50000123 4051813 22
50000068 3974571 23
40010176 3915993 24
50000114 3912287 25
40010253 3895770 26
40010041 3887482 27
40010242 3804364 28
30030013 3758535 29
40010255 3739656 30
50000133 3697316 30
20010022 3689038 13
40010241 3683926 14
40010543 3665363 15
50000132 3639621 16
40010469 3609840 17
50000113 3585370 18
40010029 3531707 19
40010529 3513145 20
40010061 3494022 21
40010455 3484392 22
40010014 3456046 23
20010020 3443186 24
40010107 3383540 25
40010448 3353976 26
40010542 3310096 27
40010557 3294467 28
40010146 3283364 29
40010038 3230968 30
40010132 3185053 30
40010160 3182018 14
40010584 3163284 15
30040003 3133503 16
40010550 3112085 17
40010600 3094152 18
40010587 3057958 19
40010003 3002901 20
30030014 2954792 21
40010480 2951838 22
10070007 2949647 23
40010588 2940887 24
40010520 2919559 25
40010157 2908175 26
40010562 2881315 27
40010503 2880146 28
40010300 2863372 29
40010578 2839330 30
40010547 2832369 30
40010601 2829768 15
10020009 2816696 16
40010090 2812005 17
10070008 2776693 18
40010292 2736406 19
40010482 2733401 20
50000025 2719435 21
30030004 2719009 22
40010424 2715290 23
10020008 2680475 24
40010493 2678467 25
50000095 2572371 26
10020005 2543541 27
40010568 2526207 28
50000047 2514697 29
40010589 2485317 30
10020006 2478806 31
40010544 2470520 31
40010034 2459530 16
40010096 2446069 17
40010585 2430635 18
50000012 2425063 19
40010442 2420305 20
40010518 2400046 21
50000005 2379651 22
40010005 2370480 23
10060001 2344863 24
40010291 2337145 25
10020003 2256867 26
40010066 2228992 27
50000106 2223391 28
40010058 2105396 29
10030009 2099860 30
40010430 2093841 31
40010093 2083295 31
40010500 2063397 17
40010184 2036932 18
50000110 2006062 19
50000109 1976170 20
50000098 1961227 21
10030008 1959846 22
40010039 1958174 23
40010085 1947935 24
50000125 1933396 25
40010434 1928100 26
40010506 1923009 27
40010558 1920859 28
40010575 1919932 29
10070019 1911743 30
10020004 1910613 31
10020007 1879346 32
50000135 1853118 32
40010458 1829304 18
40010507 1827025 19
40010100 1808885 20
50000131 1756317 21
40010268 1741200 22
40010462 1732958 23
10030006 1726609 24
40010088 1711194 25
40010484 1710068 26
40010619 1676225 27
40010581 1670847 28
40040007 1646959 29
40010089 1637042 30
40010103 1620041 31
40010148 1613404 32
40010428 1579560 32
50000096 1573347 19
40010579 1520251 20
40010539 1508889 21
20010015 1492999 22
40010182 1484320 23
20010033 1469244 24
10030005 1451627 25
40010012 1450527 26
90000057 1424853 27
40010228 1403267 28
40010078 1388974 29
10030007 1380811 30
40010394 1375944 31
40010608 1373189 32
40010028 1361440 33
10030003 1345303 33
40010059 1344517 20
50000044 1343689 21
40010098 1332032 22
50000021 1299522 23
50000034 1260340 24
50000094 1250964 25
40010515 1244384 26
50000027 1230819 27
40010536 1200325 28
40010470 1199986 29
40010179 1177340 30
40010401 1176245 31
40010582 1170062 32
40010077 1166221 33
40010004 1145627 33
40010080 1138488 21
40010269 1132689 22
40010620 1128390 23
40010346 1124032 24
10070011 1106810 25
40010348 1097774 26
10030014 1091914 27
40010593 1081734 28
40010010 1073179 29
40010498 1072122 30
40010449 1054597 31
50000141 1052018 32
30040001 1045605 33
10050003 1040947 34
40010301 1034133 34
40010459 1033122 22
10070006 1025419 23
10070020 1016871 24
40010095 1013664 25
40010554 1012807 26
30030002 1007321 27
50000006 1006992 28
10030004 989588 29
40010115 972835 30
50000030 970828 31
10070018 965095 32
10040001 947355 33
90000006 936499 34
40010158 936410 34
40010551 929480 23
40010456 922996 24
10030013 921025 25
10030012 911562 26
40010273 909282 27
50000092 903872 28
50000033 898218 29
50000108 895583 30
10070009 892521 31
40010488 886752 32
40010563 884427 33
40010024 872522 34
40010476 870460 35
40010207 870150 35
40010429 861475 24
50000003 858136 25
40010638 858002 26
40010497 850438 27
40010020 849761 28
10070010 835695 29
50000020 831169 30
40010206 829440 31
40010351 807185 32
40010042 805138 33
50000008 795482 34
50000026 788355 35
40010134 788051 36
40010447 783994 36
40010045 782562 25
40010524 775488 26
40010452 772799 27
40010116 767416 28
50000053 753307 29
10030015 752197 30
40010094 746958 31
40010501 746075 32
40010208 737940 33
10030017 720629 34
40010091 720601 35
40010378 719091 36
40010056 718874 36
40010067 717866 26
40010485 717006 27
10030018 716836 28
10070004 713169 29
40010284 705858 30
40040006 705000 31
50000037 704506 32
40010087 702422 33
10040002 700028 34
50000017 697754 35
50000019 689735 36
40010609 688939 37
40010151 686321 37
40010290 675434 27
40010644 664297 28
40040008 662402 29
40010064 662255 30
40010443 655785 31
50000009 641751 32
40010017 640319 33
40040002 634344 34
50000002 633900 35
40010425 628343 36
10020002 627783 37
40010171 626975 37
40010509 625554 28
40010055 625552 29
40010302 611361 30
40010193 603730 31
10070005 599887 32
40010602 587297 33
40010257 584490 34
40010521 579463 35
